time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1992-07-04T11:35:56.210Z,34.467,-116.516,4.906,2.64,mc,0,56.5,,0.143,ci,ci3116244,2016-02-10T04:07:09.304Z,"38km NE of Big Bear City, California",earthquake,,,,59,reviewed,ci,ci
1992-07-04T11:33:27.580Z,34.611,-116.645,7.246,2.55,mc,0,121.2,,0.171,ci,ci2102151,2016-02-10T04:07:07.933Z,"35km ENE of Lucerne Valley, California",earthquake,,1.269,,24,reviewed,ci,ci
1992-07-04T11:33:01.620Z,34.601,-116.643,7.372,2.67,mc,0,53.3,,0.216,ci,ci3034584,2016-02-10T21:53:27.629Z,"34km ENE of Lucerne Valley, California",earthquake,,0.504,,72,reviewed,ci,ci
1992-07-04T10:40:38.430Z,34.596,-116.574,3.392,2.9,ml,0,115.2,,0.156,ci,ci3034563,2016-02-10T21:53:22.441Z,"40km ENE of Lucerne Valley, California",earthquake,,0.44,,16,reviewed,ci,ci
1992-07-04T10:37:16.190Z,34.349,-116.467,4.562,2.76,mc,0,73.4,,0.115,ci,ci3034561,2016-02-10T00:30:17.086Z,"26km N of Yucca Valley, California",earthquake,,0.777,,25,reviewed,ci,ci
1992-07-04T10:33:40.460Z,34.312,-116.429,5.792,3.44,ml,0,51.7,,0.193,ci,ci3035065,2016-02-10T14:39:37.183Z,"22km N of Yucca Valley, California",earthquake,,1.364,,29,reviewed,ci,ci
1992-07-04T10:32:45.990Z,34.347,-116.469,6.782,3.43,ml,0,60.7,,0.11,ci,ci3034560,2016-02-10T14:39:35.682Z,"26km N of Yucca Valley, California",earthquake,,2.578,,26,reviewed,ci,ci
1992-07-04T10:25:13.340Z,34.102,-116.922,2.385,2.5,mc,0,30.1,,0.157,ci,ci3034559,2016-02-10T21:53:20.987Z,"14km NE of Yucaipa, California",earthquake,,0.128,,63,reviewed,ci,ci
1992-07-04T10:22:31.640Z,34.2,-116.783,0.616,2.58,mc,0,34.7,,0.169,ci,ci3034558,2016-02-10T04:07:03.428Z,"9km SE of Big Bear City, California",earthquake,,0.206,,72,reviewed,ci,ci
1992-07-04T10:17:58.800Z,34.012,-116.326,0.537,2.65,mc,0,37.5,,0.205,ci,ci3034557,2016-02-10T14:39:32.932Z,"14km S of Joshua Tree, California",earthquake,,0.308,,50,reviewed,ci,ci
1992-07-04T10:13:52.150Z,34.328,-116.462,3.942,2.52,mc,0,133.5,,0.128,ci,ci3034553,2016-02-10T00:30:15.741Z,"24km N of Yucca Valley, California",earthquake,,0.233,,51,reviewed,ci,ci
1992-07-04T09:59:12.360Z,34.12,-116.415,-1.001,2.55,mc,0,35.2,,0.156,ci,ci2103231,2016-02-10T14:39:31.592Z,"2km ENE of Yucca Valley, California",earthquake,,0.577,,53,reviewed,ci,ci
1992-07-04T09:36:01.200Z,34.293,-116.887,1.483,3.45,ml,0,26.6,,0.171,ci,ci3035032,2016-02-10T18:13:01.545Z,"5km NW of Big Bear City, California",earthquake,,0.173,,26,reviewed,ci,ci
1992-07-04T09:23:40.670Z,34.565,-116.521,-0.179,2.83,mc,0,67.2,,0.209,ci,ci3034534,2016-02-10T18:12:59.874Z,"37km WSW of Ludlow, California",earthquake,,,,85,reviewed,ci,ci
1992-07-04T09:20:02.390Z,34.334,-116.463,2.122,2.71,mc,0,137.3,,0.092,ci,ci3034815,2016-02-10T21:53:15.697Z,"25km N of Yucca Valley, California",earthquake,,0.423,,70,reviewed,ci,ci
1992-07-04T09:00:05.330Z,34.066,-117.278,10.273,2.51,mc,0,41,,0.163,ci,ci3034526,2016-02-10T07:38:19.223Z,"2km NW of Loma Linda, California",earthquake,,0.586,,36,reviewed,ci,ci
1992-07-04T08:56:46.600Z,34.39,-116.465,4.242,2.7,mc,0,60.4,,0.095,ci,ci3034525,2016-02-10T21:53:14.356Z,"31km N of Yucca Valley, California",earthquake,,0.686,,69,reviewed,ci,ci
1992-07-04T08:50:12.860Z,34.575,-116.561,3.252,2.9,mc,0,64.1,,0.184,ci,ci3034522,2016-02-10T21:53:11.566Z,"40km ENE of Lucerne Valley, California",earthquake,,0.513,,87,reviewed,ci,ci
1992-07-04T08:45:04.440Z,34.972,-116.933,-0.725,2.88,mc,0,75.5,,0.167,ci,ci3034518,2016-02-10T00:30:12.758Z,"12km NE of Barstow, California",earthquake,,1.602,,90,reviewed,ci,ci
1992-07-04T08:25:31.740Z,34.131,-116.398,0.155,2.71,mc,0,37.9,,0.206,ci,ci3034511,2016-02-09T20:47:20.566Z,"4km ENE of Yucca Valley, California",earthquake,,0.607,,63,reviewed,ci,ci
1992-07-04T08:22:58.920Z,34.448,-116.508,-0.759,2.74,mc,0,90.5,,0.131,ci,ci3034510,2016-02-10T04:06:55.636Z,"37km NE of Big Bear City, California",earthquake,,0.856,,67,reviewed,ci,ci
1992-07-04T08:15:35.090Z,35.691,-117.606,5.184,2.65,mc,0,118.4,,0.159,ci,ci3034509,2016-02-09T20:47:18.845Z,"10km NE of Ridgecrest, California",earthquake,,,,53,reviewed,ci,ci
1992-07-04T08:08:08.240Z,34.07,-116.366,1.783,2.82,mc,0,56.8,,0.178,ci,ci3034507,2016-02-10T00:30:09.947Z,"8km SE of Yucca Valley, California",earthquake,,0.35,,82,reviewed,ci,ci
1992-07-04T07:56:35.810Z,34.124,-116.393,2.332,2.51,mc,0,38.9,,0.218,ci,ci2102149,2016-02-10T04:06:53.091Z,"4km ENE of Yucca Valley, California",earthquake,,0.406,,50,reviewed,ci,ci
1992-07-04T07:31:12.980Z,34.957,-116.932,-1.039,3.07,ml,0,62.1,,0.157,ci,ci3034493,2016-02-10T04:06:49.898Z,"10km NE of Barstow, California",earthquake,,1.565,,26,reviewed,ci,ci
1992-07-04T07:25:07.180Z,34.454,-116.507,-0.895,2.78,mc,0,57.2,,0.146,ci,ci3094319,2016-02-10T11:13:51.671Z,"38km NE of Big Bear City, California",earthquake,,0.619,,77,reviewed,ci,ci
1992-07-04T07:24:41.720Z,34.118,-116.431,0.397,2.5,mc,0,40.7,,0.223,ci,ci3034490,2016-02-09T20:47:13.751Z,"0km NNE of Yucca Valley, California",earthquake,,0.84,,54,reviewed,ci,ci
1992-07-04T07:23:48.350Z,34.167,-116.43,-0.471,2.61,mc,0,47,,0.191,ci,ci3034488,2016-02-09T20:47:11.894Z,"6km N of Yucca Valley, California",earthquake,,0.645,,27,reviewed,ci,ci
1992-07-04T07:12:46.520Z,34.953,-116.937,-1.029,2.93,ml,0,63.5,,0.195,ci,ci3034840,2016-02-10T07:38:14.209Z,"10km NE of Barstow, California",earthquake,,2.182,,25,reviewed,ci,ci
1992-07-04T07:11:54.890Z,34.18,-116.432,3.559,2.82,ml,0,68.6,,0.152,ci,ci3034483,2016-02-10T18:12:49.084Z,"7km N of Yucca Valley, California",earthquake,,0.625,,11,reviewed,ci,ci
1992-07-04T07:01:37.570Z,34.558,-116.53,3.268,2.57,mc,0,66.6,,0.122,ci,ci3034477,2016-02-10T21:53:06.315Z,"38km WSW of Ludlow, California",earthquake,,1.062,,36,reviewed,ci,ci
1992-07-04T06:54:24.270Z,34.087,-116.854,0.99,2.85,mc,0,42.5,,0.152,ci,ci3034474,2016-02-10T00:30:03.261Z,"18km N of Banning, California",earthquake,,0.195,,76,reviewed,ci,ci
1992-07-04T06:50:01.250Z,34.62,-116.615,4.862,3.17,ml,0,60.3,,0.141,ci,ci3034471,2016-02-10T00:30:01.839Z,"38km ENE of Lucerne Valley, California",earthquake,,0.832,,27,reviewed,ci,ci
1992-07-04T06:39:34.870Z,34.334,-116.469,3.302,2.68,mc,0,185.2,,0.19,ci,ci3034467,2016-02-10T07:38:11.065Z,"25km N of Yucca Valley, California",earthquake,,0.322,,72,reviewed,ci,ci
1992-07-04T06:38:09.290Z,34.211,-116.778,4.087,2.63,mc,0,35.1,,0.201,ci,ci3034465,2016-02-10T21:53:05.015Z,"8km SE of Big Bear City, California",earthquake,,7.22,,71,reviewed,ci,ci
1992-07-04T06:22:02.420Z,34.246,-116.785,4.153,2.7,mc,0,63.5,,0.133,ci,ci3034872,2016-02-10T18:12:47.527Z,"6km ESE of Big Bear City, California",earthquake,,,,71,reviewed,ci,ci
1992-07-04T06:21:28.010Z,35.286,-116.828,1.393,2.72,mc,0,98.4,,0.156,ci,ci3034460,2016-02-10T18:12:46.042Z,"13km WNW of Fort Irwin, California",earthquake,,1.224,,74,reviewed,ci,ci
1992-07-04T06:10:24.930Z,34.084,-116.861,1.347,2.71,mc,0,146.1,0.06112,0.044,ci,ci3034868,2016-02-10T00:29:59.492Z,"18km N of Banning, California",earthquake,,2.48,,5,reviewed,ci,ci
1992-07-04T06:09:52.480Z,34.09,-116.857,1,3.02,ml,0,42.9,,0.145,ci,ci3034457,2016-02-10T00:29:58.279Z,"18km SSE of Big Bear Lake, California",earthquake,,0.177,,28,reviewed,ci,ci
1992-07-04T06:05:27.100Z,34.32,-116.464,5.104,2.8,mc,0,61.3,,0.157,ci,ci3096597,2016-02-10T07:38:09.732Z,"23km N of Yucca Valley, California",earthquake,,,,74,reviewed,ci,ci
1992-07-04T05:52:04.090Z,34.091,-116.38,0.842,3.14,ml,0,120.2,,0.158,ci,ci3034453,2016-02-10T21:53:03.537Z,"6km ESE of Yucca Valley, California",earthquake,,0.63,,25,reviewed,ci,ci
1992-07-04T05:48:42.620Z,34.255,-116.436,3.262,2.89,mc,0,55.6,,0.129,ci,ci3034452,2016-02-10T14:39:22.549Z,"16km N of Yucca Valley, California",earthquake,,0.646,,79,reviewed,ci,ci
1992-07-04T05:40:18.370Z,34.36,-116.373,3.848,2.75,mc,0,118.3,0.06674,0.253,ci,ci3034765,2016-02-10T18:12:42.034Z,"26km NNW of Joshua Tree, California",earthquake,,0.349,,18,reviewed,ci,ci
1992-07-04T05:40:12.720Z,34.178,-116.808,7.41,2.73,mc,0,48.9,,0.17,ci,ci3034750,2016-02-10T00:29:55.588Z,"10km SSE of Big Bear City, California",earthquake,,1.224,,46,reviewed,ci,ci
1992-07-04T05:39:38.360Z,34.23,-116.734,0.883,2.7,mc,0,39.3,,0.159,ci,ci3034451,2016-02-10T11:13:47.266Z,"11km ESE of Big Bear City, California",earthquake,,0.237,,72,reviewed,ci,ci
1992-07-04T05:32:55.500Z,35.011,-117.011,10.307,2.54,mc,0,58.9,,0.219,ci,ci3034736,2016-02-10T11:13:44.566Z,"12km N of Barstow, California",earthquake,,0.699,,37,reviewed,ci,ci
1992-07-04T05:32:40.300Z,34.196,-116.435,-0.625,2.66,mc,0,161.2,,0.177,ci,ci3034448,2016-02-10T11:13:43.234Z,"9km N of Yucca Valley, California",earthquake,,0.636,,66,reviewed,ci,ci
1992-07-04T05:29:51.810Z,34.419,-116.476,7.642,2.91,mc,0,59.4,,0.177,ci,ci3034447,2016-02-10T00:29:54.258Z,"34km N of Yucca Valley, California",earthquake,,1.796,,82,reviewed,ci,ci
1992-07-04T05:25:59.610Z,34.642,-116.507,-0.236,2.65,mc,0,110.5,,0.141,ci,ci3034446,2016-02-10T21:53:00.772Z,"33km WSW of Ludlow, California",earthquake,,0.932,,59,reviewed,ci,ci
1992-07-04T05:23:24.410Z,34.933,-116.92,-0.549,2.59,mc,0,64.1,,0.201,ci,ci3034444,2016-02-10T00:29:52.916Z,"10km ENE of Barstow, California",earthquake,,0.745,,69,reviewed,ci,ci
1992-07-04T05:13:51.290Z,34.536,-116.551,2.338,2.6,mc,0,105.6,,0.26,ci,ci3034438,2016-02-10T07:38:08.257Z,"40km ENE of Lucerne Valley, California",earthquake,,1.122,,38,reviewed,ci,ci
1992-07-04T05:04:27.000Z,34.023,-116.342,1.425,2.65,mc,0,109.4,0.09182,0.148,ci,ci3034434,2016-02-10T07:38:04.501Z,"13km SSW of Joshua Tree, California",earthquake,,1.219,,37,reviewed,ci,ci
1992-07-04T04:54:15.430Z,34.223,-116.774,0.997,3.11,ml,0,35.6,,0.151,ci,ci3034431,2016-02-10T21:52:56.884Z,"8km ESE of Big Bear City, California",earthquake,,0.186,,28,reviewed,ci,ci
1992-07-04T04:48:50.890Z,33.928,-116.328,1.937,3.34,ml,0,33.4,,0.203,ci,ci3034430,2016-02-10T14:39:21.204Z,"13km NNE of Thousand Palms, California",earthquake,,0.18,,24,reviewed,ci,ci
1992-07-04T04:46:02.450Z,34.446,-116.506,12.275,2.66,mc,0,108.8,,0.163,ci,ci3034691,2016-02-10T04:06:46.053Z,"37km ENE of Big Bear City, California",earthquake,,1.616,,67,reviewed,ci,ci
1992-07-04T04:44:41.160Z,34.184,-116.796,-1.09,2.82,ml,0,34.3,,0.175,ci,ci3034429,2016-02-10T00:29:50.287Z,"10km SSE of Big Bear City, California",earthquake,,0.252,,13,reviewed,ci,ci
1992-07-04T04:41:43.620Z,34.078,-116.378,2.633,2.68,mc,0,56,,0.216,ci,ci3034425,2016-02-10T21:52:55.385Z,"6km SE of Yucca Valley, California",earthquake,,0.335,,63,reviewed,ci,ci
1992-07-04T04:12:37.370Z,34.623,-116.575,4.832,2.54,mc,0,123,0.009062,0.199,ci,ci3034412,2016-02-10T00:29:46.008Z,"40km WSW of Ludlow, California",earthquake,,,,57,reviewed,ci,ci
1992-07-04T04:09:44.290Z,34.166,-116.886,-1.192,2.59,mc,0,88.4,,0.19,ci,ci3034407,2016-02-09T20:47:04.259Z,"9km SSE of Big Bear Lake, California",earthquake,,0.355,,74,reviewed,ci,ci
1992-07-04T03:55:17.580Z,34.191,-116.429,4.625,2.51,mc,0,100.5,,0.275,ci,ci3034396,2016-02-10T14:39:19.511Z,"8km N of Yucca Valley, California",earthquake,,,,45,reviewed,ci,ci
1992-07-04T03:49:22.830Z,35.013,-116.962,3.441,2.52,mc,0,61.5,,0.211,ci,ci3034392,2016-02-10T14:39:18.119Z,"14km NNE of Barstow, California",earthquake,,0.346,,46,reviewed,ci,ci
1992-07-04T03:29:04.730Z,34.103,-116.856,-0.27,2.83,ml,0,65.4,,0.187,ci,ci3034385,2016-02-10T21:52:51.423Z,"16km SSE of Big Bear Lake, California",earthquake,,0.305,,24,reviewed,ci,ci
1992-07-04T03:18:55.710Z,34.289,-116.722,-1.612,2.64,mc,0,85.6,,0.172,ci,ci3034381,2016-02-10T21:52:49.950Z,"12km ENE of Big Bear City, California",earthquake,,0.661,,68,reviewed,ci,ci
1992-07-04T02:55:33.390Z,35.14,-116.858,0.295,2.58,mc,0,86.4,,0.137,ci,ci3034369,2016-02-10T14:39:15.484Z,"21km SW of Fort Irwin, California",earthquake,,1.501,,60,reviewed,ci,ci
1992-07-04T02:43:33.760Z,34.595,-116.619,3.338,2.5,mc,0,114.8,,0.176,ci,ci3034366,2016-02-10T11:13:34.296Z,"36km ENE of Lucerne Valley, California",earthquake,,0.497,,50,reviewed,ci,ci
1992-07-04T02:32:00.060Z,34.089,-116.856,0.72,3.21,ml,0,31.4,,0.176,ci,ci3034362,2016-02-10T18:12:30.129Z,"18km SSE of Big Bear Lake, California",earthquake,,0.146,,32,reviewed,ci,ci
1992-07-04T02:25:30.290Z,34.62,-116.673,2.828,2.75,mc,0,79.2,,0.153,ci,ci3034359,2016-02-10T14:39:12.464Z,"33km NE of Lucerne Valley, California",earthquake,,,,58,reviewed,ci,ci
1992-07-04T02:20:49.410Z,34.3,-116.767,-1.602,2.76,mc,0,37,,0.169,ci,ci3034355,2016-02-10T00:29:38.526Z,"8km ENE of Big Bear City, California",earthquake,,0.334,,81,reviewed,ci,ci
1992-07-04T01:53:54.950Z,34.6,-116.632,2.222,2.78,mc,0,96.8,,0.221,ci,ci3034615,2016-02-09T20:46:53.960Z,"35km ENE of Lucerne Valley, California",earthquake,,0.511,,83,reviewed,ci,ci
1992-07-04T01:53:22.750Z,33.912,-117.045,13.284,2.82,ml,0,38.7,,0.171,ci,ci3034342,2016-02-10T00:29:37.123Z,"7km WSW of Beaumont, California",earthquake,,0.176,,6,reviewed,ci,ci
1992-07-04T01:49:12.210Z,34.291,-116.768,9.838,2.82,mc,0,36.8,,0.183,ci,ci3034339,2016-02-10T07:37:54.014Z,"8km ENE of Big Bear City, California",earthquake,,0.37,,81,reviewed,ci,ci
1992-07-04T01:40:48.700Z,34.621,-116.606,3.161,2.52,mc,0,60.7,,0.179,ci,ci3034337,2016-02-10T04:06:23.484Z,"39km ENE of Lucerne Valley, California",earthquake,,0.215,,23,reviewed,ci,ci
1992-07-04T01:36:40.180Z,34.231,-116.719,8.434,2.76,mc,0,37,,0.137,ci,ci3034336,2016-02-10T21:52:44.499Z,"12km ESE of Big Bear City, California",earthquake,,0.634,,77,reviewed,ci,ci
1992-07-04T01:18:37.710Z,34.597,-116.605,2.062,2.93,mc,0,50,,0.204,ci,ci3034330,2016-02-10T18:12:23.111Z,"37km ENE of Lucerne Valley, California",earthquake,,0.32,,84,reviewed,ci,ci
1992-07-04T00:57:11.590Z,34.153,-116.401,0.345,2.59,mc,0,44.3,,0.189,ci,ci3034320,2016-02-10T11:13:29.790Z,"5km NNE of Yucca Valley, California",earthquake,,0.326,,51,reviewed,ci,ci
1992-07-04T00:39:32.610Z,34.061,-116.374,1.212,2.62,mc,0,128.3,,0.196,ci,ci3034818,2016-02-10T18:12:20.313Z,"8km SE of Yucca Valley, California",earthquake,,0.643,,35,reviewed,ci,ci
1992-07-04T00:39:06.840Z,34.986,-116.948,4.751,2.61,mc,0,61.9,,0.355,ci,ci3034304,2016-02-09T20:46:46.475Z,"12km NE of Barstow, California",earthquake,,2.367,,54,reviewed,ci,ci
1992-07-04T00:18:41.560Z,34.329,-116.466,2.192,2.74,mc,0,102.3,,0.132,ci,ci3034555,2016-02-10T21:52:35.403Z,"24km N of Yucca Valley, California",earthquake,,0.379,,54,reviewed,ci,ci
1992-07-04T00:17:59.100Z,33.989,-116.335,0.187,2.78,mc,0,54.8,,0.194,ci,ci3034297,2016-02-10T14:39:06.922Z,"16km ENE of Desert Hot Springs, California",earthquake,,0.309,,65,reviewed,ci,ci
1992-07-04T00:12:09.490Z,33.994,-116.374,0.117,3.03,ml,0,35,,0.215,ci,ci3034296,2016-02-10T11:13:27.233Z,"12km ENE of Desert Hot Springs, California",earthquake,,0.289,,20,reviewed,ci,ci
1992-07-04T00:03:45.690Z,35.23,-116.883,1.173,2.67,mc,0,94.7,,0.177,ci,ci3096263,2016-02-10T14:39:05.188Z,"18km WSW of Fort Irwin, California",earthquake,,1.761,,45,reviewed,ci,ci
1992-07-03T23:44:16.760Z,34.617,-116.335,-1.071,2.78,mc,0,73,,0.217,ci,ci3034282,2016-02-10T11:13:24.493Z,"20km SW of Ludlow, California",earthquake,,1.015,,68,reviewed,ci,ci
1992-07-03T23:39:15.860Z,34.219,-116.863,-0.195,2.69,mc,0,33,,0.2,ci,ci3034281,2016-02-10T14:39:00.651Z,"5km SSW of Big Bear City, California",earthquake,,0.194,,68,reviewed,ci,ci
1992-07-03T23:28:09.990Z,34.949,-116.933,-1.039,2.68,mc,0,61.3,,0.295,ci,ci3034273,2016-02-10T07:37:44.096Z,"10km NE of Barstow, California",earthquake,,0.716,,64,reviewed,ci,ci
1992-07-03T23:05:29.360Z,34.08,-116.409,0.002,2.67,mc,0,30.7,,0.186,ci,ci3034262,2016-02-10T04:06:12.929Z,"4km SSE of Yucca Valley, California",earthquake,,0.438,,49,reviewed,ci,ci
1992-07-03T23:02:57.360Z,34.015,-116.338,-0.373,3.01,ml,0,37.6,,0.189,ci,ci3034261,2016-02-10T11:13:21.870Z,"14km S of Joshua Tree, California",earthquake,,0.309,,21,reviewed,ci,ci
1992-07-03T23:01:11.990Z,34.061,-116.376,3.101,2.75,mc,0,110.6,,0.178,ci,ci3034259,2016-02-10T04:06:11.261Z,"8km SE of Yucca Valley, California",earthquake,,0.38,,68,reviewed,ci,ci
1992-07-03T22:58:30.850Z,34.21,-116.838,4.134,3.01,ml,0,83.8,,0.134,ci,ci3034257,2016-02-10T14:38:56.835Z,"6km S of Big Bear City, California",earthquake,,,,20,reviewed,ci,ci
1992-07-03T22:58:30.330Z,33.942,-116.371,2.445,2.97,mc,0,141,,0.12,ci,ci3034496,2016-02-09T20:46:37.612Z,"12km E of Desert Hot Springs, California",earthquake,,0.202,,27,reviewed,ci,ci
1992-07-03T22:52:51.350Z,34.2,-116.869,1.718,2.91,ml,0,90.5,,0.175,ci,ci3034256,2016-02-10T18:12:13.751Z,"6km SE of Big Bear Lake, California",earthquake,,0.268,,16,reviewed,ci,ci
1992-07-03T22:51:43.880Z,34.029,-116.354,0.143,2.58,mc,0,72.4,,0.195,ci,ci3034255,2016-02-10T14:38:55.404Z,"12km SE of Yucca Valley, California",earthquake,,0.481,,49,reviewed,ci,ci
1992-07-03T22:43:25.340Z,35.02,-116.963,-0.785,2.9,mc,0,63.1,,0.23,ci,ci3034312,2016-02-10T18:12:12.269Z,"15km NNE of Barstow, California",earthquake,,0.833,,83,reviewed,ci,ci
1992-07-03T22:32:27.880Z,34.124,-116.413,1.101,2.65,mc,0,103.2,0.188,0.159,ci,ci3034240,2016-02-10T18:12:09.460Z,"2km ENE of Yucca Valley, California",earthquake,,0.72,,12,reviewed,ci,ci
1992-07-03T22:27:00.270Z,34.402,-116.455,4.417,2.8,mc,0,112.8,,0.262,ci,ci3034345,2016-02-10T18:12:07.307Z,"32km N of Yucca Valley, California",earthquake,,,,39,reviewed,ci,ci
1992-07-03T22:25:41.670Z,34.073,-116.421,-0.997,3.12,ml,0,100.3,,0.197,ci,ci3034344,2016-02-10T18:12:05.880Z,"5km SSE of Yucca Valley, California",earthquake,,1.096,,26,reviewed,ci,ci
1992-07-03T22:25:01.820Z,34.575,-116.455,4.399,3.31,ml,0,117.3,,0.239,ci,ci3034238,2016-02-10T11:13:19.109Z,"32km WSW of Ludlow, California",earthquake,,,,11,reviewed,ci,ci
1992-07-03T22:10:31.660Z,34.952,-116.937,-0.446,2.85,mc,0,61.2,,0.182,ci,ci3034236,2016-02-10T11:13:16.483Z,"10km NE of Barstow, California",earthquake,,0.894,,29,reviewed,ci,ci
1992-07-03T22:07:55.930Z,34.522,-116.535,13.117,2.94,mc,0,137.3,0.1422,0.085,ci,ci3034235,2016-02-10T14:38:52.415Z,"41km ENE of Lucerne Valley, California",earthquake,,2.128,,7,reviewed,ci,ci
1992-07-03T22:06:33.820Z,34.296,-116.764,0.595,2.52,mc,0,65.4,,0.163,ci,ci3034234,2016-02-10T07:37:37.986Z,"8km ENE of Big Bear City, California",earthquake,,0.277,,44,reviewed,ci,ci
1992-07-03T22:04:25.110Z,34.511,-116.54,0.461,3.29,ml,0,128.1,,0.127,ci,ci3034479,2016-02-10T14:38:51.196Z,"39km NE of Big Bear City, California",earthquake,,,,23,reviewed,ci,ci
1992-07-03T22:04:21.640Z,34.0661667,-116.383,0.94,2.5,mh,21,190,0.1286,0.17,ci,ci3034233,2016-02-10T21:52:28.743Z,"7km SE of Yucca Valley, California",earthquake,0.69,1.13,,0,reviewed,ci,ci
1992-07-03T22:01:36.010Z,34.581,-116.611,4.693,2.52,mc,0,126.3,,0.157,ci,ci3034232,2016-02-09T20:46:34.957Z,"36km ENE of Lucerne Valley, California",earthquake,,1.617,,22,reviewed,ci,ci
1992-07-03T21:52:20.520Z,34.056,-116.381,1.076,3.37,ml,0,46.3,,0.175,ci,ci3034478,2016-02-10T00:29:33.736Z,"8km SE of Yucca Valley, California",earthquake,,0.458,,25,reviewed,ci,ci
1992-07-03T21:51:53.350Z,34.218,-116.751,-0.086,2.79,mc,0,123.6,,0.11,ci,ci3034230,2016-02-10T07:37:36.626Z,"10km ESE of Big Bear City, California",earthquake,,0.842,,69,reviewed,ci,ci
1992-07-03T21:48:41.090Z,33.856,-116.27,3.009,2.95,ml,0,52.6,,0.196,ci,ci3034472,2016-02-10T07:37:34.630Z,"12km ENE of Thousand Palms, California",earthquake,,0.151,,19,reviewed,ci,ci
1992-07-03T21:47:48.810Z,34.033,-116.362,0.823,2.85,mc,0,93,,0.17,ci,ci3034229,2016-02-10T07:37:33.267Z,"11km SE of Yucca Valley, California",earthquake,,0.749,,9,reviewed,ci,ci
1992-07-03T21:44:08.880Z,34.561,-116.562,4.723,2.59,mc,0,116.3,,0.147,ci,ci3034227,2016-02-09T20:46:33.637Z,"39km ENE of Lucerne Valley, California",earthquake,,,,53,reviewed,ci,ci
1992-07-03T21:18:22.960Z,34.619,-116.644,3.542,3.83,ml,0,47.8,,0.188,ci,ci3034218,2016-02-09T20:46:31.013Z,"36km ENE of Lucerne Valley, California",earthquake,,0.238,,28,reviewed,ci,ci
1992-07-03T21:16:48.840Z,34.528,-116.524,4.853,2.62,mc,0,67.1,,0.111,ci,ci3034216,2016-02-10T21:52:22.312Z,"40km WSW of Ludlow, California",earthquake,,,,60,reviewed,ci,ci
1992-07-03T21:10:49.420Z,34.995,-116.945,5.038,2.52,mc,0,111,0.244,0.122,ci,ci3034214,2016-02-10T11:13:15.208Z,"13km NNE of Barstow, California",earthquake,,,,6,reviewed,ci,ci
1992-07-03T21:05:58.900Z,34.488,-116.556,-1.5,2.62,mc,0,153.3,0.1654,0.214,ci,ci3139158,2016-02-10T11:13:13.912Z,"37km NE of Big Bear City, California",earthquake,,2.865,,12,reviewed,ci,ci
1992-07-03T21:01:36.980Z,35.065,-116.991,3.731,2.59,mc,0,65.6,0.1023,0.175,ci,ci3133299,2016-02-09T20:46:29.449Z,"19km N of Barstow, California",earthquake,,0.908,,8,reviewed,ci,ci
1992-07-03T21:01:03.260Z,35.087,-116.671,5.011,2.67,mc,0,124,,0.287,ci,ci3034211,2016-02-10T04:06:07.456Z,"20km S of Fort Irwin, California",earthquake,,,,50,reviewed,ci,ci
1992-07-03T21:00:13.600Z,34.986,-116.947,5.135,2.55,mc,0,88.9,,0.202,ci,ci3034210,2016-02-10T18:11:59.220Z,"12km NE of Barstow, California",earthquake,,6.175,,43,reviewed,ci,ci
1992-07-03T20:58:02.340Z,34.542,-116.552,2.641,3.15,ml,0,117.7,,0.163,ci,ci3034209,2016-02-10T18:11:57.937Z,"40km ENE of Lucerne Valley, California",earthquake,,1.066,,19,reviewed,ci,ci
1992-07-03T20:55:26.310Z,34.259,-116.428,2.048,2.56,mc,0,54.6,,0.176,ci,ci3034208,2016-02-09T20:46:27.483Z,"16km N of Yucca Valley, California",earthquake,,0.515,,34,reviewed,ci,ci
1992-07-03T20:52:46.210Z,34.292,-116.721,-1.612,3.72,ml,0,38.5,,0.186,ci,ci3034207,2016-02-09T20:46:25.831Z,"12km ENE of Big Bear City, California",earthquake,,0.389,,31,reviewed,ci,ci
1992-07-03T20:38:06.240Z,34.022,-116.356,-0.307,2.88,mc,0,45,,0.188,ci,ci3034199,2016-02-09T20:46:23.417Z,"12km SE of Yucca Valley, California",earthquake,,0.506,,74,reviewed,ci,ci
1992-07-03T20:30:06.570Z,34.078,-116.879,4.024,2.64,mc,0,119.3,0.05002,0.066,ci,ci3093897,2016-02-09T20:46:22.034Z,"16km ENE of Yucaipa, California",earthquake,,2.28,,8,reviewed,ci,ci
1992-07-03T20:26:46.540Z,34.291,-116.715,-1.572,2.75,mc,0,67.1,,0.15,ci,ci3034449,2016-02-09T20:46:20.781Z,"12km ENE of Big Bear City, California",earthquake,,0.486,,73,reviewed,ci,ci
1992-07-03T19:49:56.640Z,34.122,-116.415,0.574,3.9,ml,0,35.6,,0.17,ci,ci3034177,2016-02-10T07:37:28.434Z,"2km ENE of Yucca Valley, California",earthquake,,0.373,,33,reviewed,ci,ci
1992-07-03T19:46:44.350Z,34.047,-116.351,0.823,2.96,mc,0,38.5,,0.241,ci,ci3034176,2016-02-10T04:05:58.830Z,"10km SSW of Joshua Tree, California",earthquake,,0.313,,80,reviewed,ci,ci
